web-scraper-order,web-scraper-start-url,name,features,review,location
"1534404407-96","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Beach Haven Guest House","","8.2Very good (169 reviews)",""
"1534404407-101","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Cantaloupe Aqua","","8.0Very good (235 reviews)",""
"1534404407-134","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Albert Guest House","","","Galle, 0.1 miles away from the beach"
"1534404407-110","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Tamarind Hill","","8.7Excellent (247 reviews)",""
"1534404407-123","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Deco On 44","","","Galle, 0.2 miles away from the beach"
"1534404407-91","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Villa Renaissance","","8.2Very good (153 reviews)",""
"1534404407-107","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Fort De 19 Villa","","8.6Excellent (197 reviews)",""
"1534404407-118","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Rock Fort","","","Galle, 0.1 miles away from the beach"
"1534404407-82","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Galle Camellia","Free WiFiService9.0","",""
"1534404407-109","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Albert Guest House","","8.1Very good (139 reviews)",""
"1534404407-129","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Thenu Rest","","","Galle, right by the beach"
"1534404407-130","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Muhsin Villa","","","Galle, 0.2 miles away from the beach"
"1534404407-135","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Tamarind Hill","","","Galle, 0.1 miles away from the beach"
"1534404407-133","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Fort Thari Inn","","","Galle, 0.3 miles away from the beach"
"1534404407-102","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Small House Boutique Guest House","","8.7Excellent (314 reviews)",""
"1534404407-81","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Number One Mirissa","Free WiFiLocation8.9","",""
"1534404407-114","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Number One Mirissa","","","Galle, 0.9 miles to City center"
"1534404407-124","https://www.trivago.com/?aDateRange%5Barr%5D=2018-08-25&aDateRange%5Bdep%5D=2018-08-26&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=339&aGeoCode%5Blat%5D=6.033401&aGeoCode%5Blng%5D=80.218384&iGeoDistanceItem=0&aSortingOrderBoosting%5B%5D=distance_poi&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=33903&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","City View 23","","","Galle, 0.4 miles to City center"
